RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Predicted_Rank,Unique_Rank
,Jason Preston,Uta,G,24.6,1,1.2,34.6,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,597.0,573
,Alondes Williams,Mia,G,24.7,2,4.7,18.9,25.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,119.4,597.0,573
,Darius Bazley,Phi,F,23.7,3,3.3,8.8,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.3,0.3,0.7,1.0,0.0,0.0,0.0,597.0,573
,Adam Flagler,Okc,G,24.3,1,5.5,23.7,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.9,124.3,597.0,573
,Justin Jackson,Min,F,29.0,2,0.4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Pat Spencer,Gol,G,27.7,2,1.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,597.0,573
,Jalen Crutcher,Nor,G,24.7,1,2.7,16.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Isaiah Wong,Ind,G,23.1,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,E.J. Liddell,Nor,F,23.2,8,2.9,16.6,23.7,2,1.0,1,1.0,5,0.0,0.167,0.291,0.5,0.6,0.1,0.3,0.3,0.3,1.1,0.6,1.3,4.3,0.0,0.0,597.0,573
,Hunter Tyson,Den,F,23.7,11,2.9,17.7,15.4,0,0.0,2,0.5,9,0.222,0.364,0.364,0.7,0.8,0.1,0.0,0.0,0.2,1.5,0.8,1.6,5.3,0.0,0.0,597.0,573
,TyTy Washington Jr.,Mil,G,22.3,5,4.1,18.6,22.2,0,0.0,4,0.0,3,0.333,0.214,0.214,0.6,0.2,0.2,0.4,0.0,0.4,0.8,0.8,1.0,2.8,41.9,117.3,597.0,573
,Marques Bolden,Cha,C,25.9,2,6.3,6.9,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,118.1,597.0,573
,James Johnson,Ind,F,37.1,6,5.3,11.8,23.7,2,1.0,5,0.4,1,0.0,0.333,0.436,1.0,0.7,1.0,0.7,0.2,0.3,1.7,2.0,2.7,6.7,103.6,95.3,597.0,573
,Taj Gibson,Nyk,F,38.7,16,10.3,7.5,17.6,2,1.0,17,0.412,6,0.0,0.304,0.335,1.0,1.8,0.6,0.1,0.4,0.3,2.8,1.6,3.3,4.0,90.5,99.4,597.0,573
,Dylan Windler,Nyk,G-F,27.5,3,2.5,11.6,0.0,0,0.0,0,0.0,2,0.5,0.75,0.75,1.0,0.3,0.3,0.0,0.0,0.0,1.3,1.3,1.7,7.2,0.0,0.0,597.0,573
,Braxton Key,Den,F,27.1,17,3.2,15.7,5.8,6,0.667,12,0.417,4,0.25,0.406,0.456,1.0,0.8,0.5,0.1,0.1,0.1,1.8,1.5,2.3,9.2,0.0,0.0,597.0,573
,Joshua Primo,Lac,G,21.2,2,5.2,29.7,57.1,0,0.0,2,0.5,1,0.0,0.333,0.333,1.0,0.5,0.0,0.0,0.5,2.0,1.5,1.0,1.5,0.0,36.7,125.1,597.0,573
,JD Davison,Bos,G,21.4,5,1.7,14.5,0.0,2,1.0,0,0.0,2,0.5,0.75,0.868,1.0,0.6,0.0,0.0,0.0,0.0,1.6,1.0,1.6,0.0,0.0,0.0,597.0,573
,Justin Minaya,Por,F,25.0,21,7.7,9.6,14.6,6,0.5,10,0.3,19,0.211,0.31,0.332,1.0,1.0,0.4,0.2,0.2,0.2,2.0,1.4,2.4,3.8,84.8,116.4,597.0,573
,Sidy Cissoko,San,G,19.9,6,5.3,11.6,13.4,4,1.0,2,0.5,4,0.0,0.167,0.387,1.0,1.0,0.0,0.5,0.0,0.2,2.0,1.0,2.0,0.0,77.1,110.4,597.0,573
,Alex Fudge,Lal,F,20.9,4,3.6,23.5,13.4,2,1.0,4,0.25,2,0.0,0.167,0.291,1.0,0.5,0.0,0.0,0.0,0.3,1.5,1.0,1.5,0.0,0.0,0.0,597.0,573
,Kenneth Lofton Jr.,Phi,F,21.6,2,4.4,39.0,25.0,0,0.0,4,0.25,2,0.0,0.167,0.167,1.0,1.5,0.0,0.0,0.0,1.0,2.5,1.0,2.5,0.0,26.9,114.7,597.0,573
,Hamidou Diallo,Was,G,25.6,2,2.4,26.3,33.3,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,2.0,1.5,2.5,13.2,0.0,0.0,597.0,573
,Frank Ntilikina,Cha,G,25.6,5,8.6,11.1,9.6,2,1.0,1,0.0,8,0.125,0.167,0.253,1.0,1.2,0.8,0.0,0.0,0.2,2.2,1.8,3.0,4.6,75.0,115.4,597.0,573
,Mouhamadou Gueye,Tor,F,25.7,2,4.9,17.6,0.0,0,0.0,4,0.25,0,0.0,0.25,0.25,1.0,2.5,0.0,0.0,1.5,0.0,3.5,1.0,3.5,0.0,94.1,98.4,597.0,573
,Mason Jones,Sac,G,25.6,1,13.0,12.7,0.0,2,0.5,1,0.0,2,0.0,0.0,0.129,1.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,9.0,7.8,94.3,120.6,597.0,573
,Shake Milton,Nyk,G-F,27.5,2,2.7,22.9,0.0,2,1.0,1,0.0,1,0.0,0.0,0.347,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,597.0,573
,Thanasis Antetokounmpo,Mil,F,31.7,28,4.8,12.5,31.6,2,0.0,25,0.52,1,0.0,0.5,0.484,0.9,0.4,0.5,0.2,0.1,0.4,1.3,1.4,1.8,4.7,87.2,103.6,597.0,573
,Admiral Schofield,Orl,F,27.0,16,3.5,16.9,19.0,2,0.0,6,0.5,11,0.273,0.441,0.419,0.9,0.6,0.3,0.0,0.0,0.3,1.6,1.3,1.9,6.2,0.0,0.0,597.0,573
,DaQuan Jeffries,Nyk,G-F,26.5,13,2.6,20.1,6.7,2,0.0,7,0.571,7,0.143,0.393,0.37,0.8,0.4,0.2,0.0,0.0,0.1,1.2,1.0,1.4,6.2,0.0,0.0,597.0,573
,Charlie Brown Jr.,Nyk,G,26.1,8,4.7,13.8,16.7,0,0.0,3,0.0,7,0.286,0.3,0.3,0.8,0.3,0.0,0.0,0.3,0.3,1.0,0.8,1.0,0.0,60.3,106.4,597.0,573
,Bismack Biyombo,Okc,C,31.5,5,6.4,9.3,31.1,2,1.0,4,0.25,0,0.0,0.25,0.41,0.8,1.2,0.4,0.0,0.2,0.4,2.0,1.2,2.4,4.5,97.5,100.0,597.0,573
,Shaquille Harrison,Mem,G,30.4,3,2.0,14.4,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.3,0.0,1.3,0.7,1.3,0.0,0.0,0.0,597.0,573
,Jalen Slawson,Sac,F,24.4,6,3.4,10.4,40.0,0,0.0,2,1.0,1,0.0,0.667,0.667,0.7,0.8,0.3,0.0,0.2,0.3,1.5,1.0,1.8,6.5,0.0,0.0,597.0,573
,Kira Lewis Jr.,Uta,G,22.9,3,2.4,11.4,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.7,0.3,1.0,0.3,0.0,0.0,1.0,1.7,2.0,9.9,0.0,0.0,597.0,573
,Juan Toscano-Anderson,Sac,F,30.9,11,4.8,11.3,14.3,0,0.0,8,0.25,4,0.25,0.292,0.292,0.6,1.3,0.4,0.1,0.1,0.2,1.9,1.0,2.3,5.7,83.6,96.9,597.0,573
,Wendell Moore Jr.,Min,G,22.5,16,3.0,11.9,23.1,0,0.0,6,0.833,4,0.0,0.5,0.5,0.6,0.4,0.1,0.3,0.1,0.2,1.0,0.8,1.1,3.8,0.0,0.0,597.0,573
,Harry Giles III,Lal,F-C,25.9,3,1.9,15.2,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,597.0,573
